Project;Release;Commit;NS;ND;NF;Entropy;Size;LA;LD;LT;FIX;NDEV;AGE;NUC;EXP;REXP;SEXP;Actual_Defective
TIKA;2;e448a959e15fec4a50ebde33a481d83d405cede9;2;0;2;0.0;203;203;0;0;NO;6;0;498;83;82.0;83;NO
TIKA;2;88d8173fa7b9e5781412c92ec7abdd7a17b17330;4;0;4;0.34310030788093704;155;34;43;202;NO;6;89;486;81;80.0;81;YES
TIKA;2;5e97d465816ea70aa29b883487ccbd30622c3b26;24;0;24;1.090384014334258;1628;1161;325;181;NO;6;10;480;80;79.0;80;YES
TIKA;2;7fdba7e3aca7f53baceb77b57d8692065b9da816;2;0;2;0.0;1027;375;486;486;NO;6;43;462;77;76.0;77;YES
TIKA;2;d795c5fe92f6a2de1811515ec7851485a2840c74;2;0;2;0.0;198;0;148;195;YES;6;77;456;76;75.0;76;NO
TIKA;2;7f80b3f97d6e465955aaa0cad2b8635e973b727c;1;0;1;0.0;8;0;8;189;NO;6;0;450;9;8.0;9;NO
TIKA;2;314a53b9c953f672c4d63318d8357274d102220b;1;0;1;0.0;16;16;0;50;NO;6;0;450;8;7.0;8;NO
TIKA;2;0da63b175221d330fdbbc11e7b1353f13c8c5d2a;4;0;4;0.0;512;254;208;208;NO;6;24;450;8;7.0;8;NO
TIKA;3;f322f4c1249df2156303110e49aa7c43911d6ffa;1;0;1;0.0;14;6;0;187;NO;7;106;1953;279;227.0;279;NO
TIKA;3;c5f0d0919e7fd36a1a773006d38253e4bb308a27;1;0;1;0.0;1;0;1;329;NO;7;0;1946;37;19.5;37;NO
TIKA;3;29c5b5284d40055781b561e9d761a7c82f5209e4;2;0;2;0.0;114;68;0;283;NO;7;0;1946;36;18.5;36;NO
TIKA;3;cc9a94f7156027930963fae50a773da7e4900c12;4;0;4;1.115520093581932;104;62;0;485;NO;7;248;1946;35;17.5;35;NO
TIKA;3;78ac6373f6251d8c78e6bbf6a0a85747f85d6461;2;0;2;0.9709505944546686;10;0;0;140;NO;7;20;1925;275;225.0;275;NO
TIKA;3;1588c38e20098a1f728ebd160d240fd1c032c701;2;0;2;0.9940302114769565;28;6;0;174;NO;7;3;1918;274;229.0;274;YES
TIKA;3;8a80ee560caeff41560e9dad911a07a62340a368;11;0;11;0.0;884;884;0;50;NO;7;46;1897;271;226.0;271;YES
TIKA;3;d9575ae398a28c8145b44a0d0d351e9da92ad9f3;2;0;2;0.0;60;42;0;219;NO;7;16;1890;270;225.0;270;NO
TIKA;3;f6f9d4fe18590bfd8b03e5e87b75af9a18ee059e;2;0;2;0.0;36;34;0;171;YES;7;106;1883;269;224.0;269;NO
TIKA;3;2a77cf379166e9c2e5144d9cafa37a2146563a36;8;0;8;2.789898095464287;31;0;1;985;NO;7;178;1876;268;223.0;268;NO
TIKA;3;2ba3c7ecbcc8a7528f917f201301c9b326c8d0d4;1;0;1;0.0;7;3;0;44;NO;7;2;1869;267;222.0;267;NO
TIKA;3;e678e3213d0cb212b31a673a17d1fcf6cd6bc1d3;1;0;1;0.0;19;19;0;78;NO;7;2;1862;266;221.0;266;NO
TIKA;3;922fb5fa6b4109c1ed4786d51aef02c6cd8b2b9a;2;0;2;0.8112781244591328;8;0;0;76;NO;7;139;1848;264;219.0;264;NO
TIKA;3;215473a9dc41eb90a5dd832ade20b6099444bbc6;1;0;1;0.0;3;0;1;118;NO;7;0;1841;263;218.0;263;NO
TIKA;3;9758d20ddc6c45fd3ab40904a95324e304abf03e;3;0;3;1.0921268849351782;146;4;0;117;NO;7;115;1834;262;217.0;262;YES
TIKA;3;ce6ac916c9fca1ff6362dd99c380256ac180caab;1;0;1;0.0;18;14;0;159;YES;7;299;1827;261;216.0;261;YES
TIKA;3;0fa61dcd25ed972580a3dd8d25b84f7a17273147;2;0;2;0.0;19;19;0;292;NO;7;0;1820;260;215.0;260;NO
TIKA;3;8dbb649b95194c9d5b55cbac8b52b6cc4208506a;1;0;1;0.0;6;6;0;286;NO;7;0;1813;259;214.0;259;NO
TIKA;3;d3a32863c56f6e7080bc62797b9a46a23d1e84b0;1;0;1;0.0;7;7;0;279;NO;7;0;1806;258;213.0;258;NO
TIKA;3;442972752663e2c3ed855e757feae8183e3644c1;1;0;1;0.0;9;9;0;270;NO;7;0;1799;257;212.0;257;NO
TIKA;3;411c8806daf4812fd19709162a17f7b2a7b1ecd6;3;0;3;0.0;25;25;0;265;NO;7;44;1792;256;211.0;256;NO
TIKA;3;a93976f529de57b2457b9daffaeaf4fd21bb4ba7;1;0;1;0.0;13;13;0;252;NO;7;0;1785;255;210.0;255;NO
TIKA;3;d966d3531faee373ed15f9768052fdf19c7150b9;1;0;1;0.0;36;36;0;216;NO;7;0;1778;254;209.0;254;NO
TIKA;3;418284d1f54cfd621ed8b86b7aec3bb2adbf7af0;1;0;1;0.0;17;17;0;199;NO;7;0;1771;253;208.0;253;NO
TIKA;3;16f436c96c9d2517c0fe2c025aaa13e6cdfd2c93;1;0;1;0.0;9;9;0;190;NO;7;0;1764;252;207.0;252;NO
TIKA;3;b8a131fa0ee7ee02dfe2df20efe5d2e741e5c0c8;1;0;1;0.0;7;7;0;183;NO;7;0;1757;251;206.0;251;NO
TIKA;3;de1c077b8bd44808de203ed90ca572fe904d3a00;1;0;1;0.0;10;10;0;173;NO;7;0;1750;250;205.0;250;NO
TIKA;3;820841c347f686317217f79ea040cb329730c680;1;0;1;0.0;24;24;0;149;NO;7;0;1743;249;204.0;249;NO
TIKA;3;741c575948bba334b546f0cae324de23dc2c4aed;1;0;1;0.0;45;7;0;142;NO;7;0;1736;248;203.0;248;NO
TIKA;3;f807af0ee947affd34d84b334bbdc32c11576b2e;1;0;1;0.0;13;9;0;133;NO;7;17;1722;246;201.0;246;NO
TIKA;3;16669e3404af089f19ea3c7227523efa67f84410;1;0;1;0.0;29;1;0;484;NO;7;0;1715;245;200.0;245;NO
TIKA;3;7789252dcac009d0d0000ecde339bbda318acadf;1;0;1;0.0;18;2;0;482;NO;7;5;1708;244;199.0;244;NO
TIKA;3;8b7a1d436b9fe8682b6f93872f7b8ff943b30c4a;2;0;2;0.8112781244591328;141;54;79;428;NO;7;10;1701;243;198.0;243;YES
TIKA;3;6397cdecef04b977d90c8638fdc1064870cd6a6b;1;0;1;0.0;1;0;1;56;YES;7;2;1694;242;197.0;242;NO
TIKA;3;e167f836e62ef2e0cb0c853ee6a1f1219825c20b;1;0;1;0.0;49;49;0;0;NO;7;0;1687;241;196.0;241;NO
TIKA;3;073a36a4e54d6541923bb47f682088cb9838ae4b;2;0;2;0.3650551896402848;99;13;0;217;NO;7;0;1680;240;195.0;240;YES
TIKA;3;32d2989e2fbc64cba3ac4eea29046f9babc1414e;2;0;2;0.7642045065086203;31;13;0;104;NO;7;0;1673;239;194.0;239;NO
TIKA;3;de1a3536a9a92d9d4af33f89abaefbe3dd85de31;1;0;1;0.0;13;0;1;59;NO;7;7;1666;238;193.0;238;NO
TIKA;3;59ec6ce2fcb68ec2cefdc0e52edd84196abe77d0;4;0;4;0.0;28;26;0;208;NO;7;1;1659;237;192.0;237;YES
TIKA;3;b6bcbd9db2c10ba2358da965a65f91939ec69deb;2;0;2;0.0;180;180;0;0;NO;7;0;1652;236;191.0;236;YES
TIKA;3;dd352d27c1b955103b2be76f2d5bca88f3b8e48b;2;0;2;0.0;8;2;0;393;YES;7;150;1645;235;190.5;235;NO
TIKA;3;2699cf47e222d61b5c4f5ab0757c63199e3fd62a;2;0;2;0.0;16;14;0;160;YES;7;30;1638;234;189.5;234;YES
TIKA;3;816eb2675a0c9bbdcfcb0bba139cbad0a7a5d35b;2;0;2;0.0;313;313;0;0;NO;7;0;1631;233;188.5;233;YES
TIKA;3;d806c4d505445bd764541a5061963c5e99088390;3;0;3;0.0;148;120;2;196;NO;7;17;1624;232;192.0;232;NO
TIKA;3;e11ead4e079a326bc22be640894b46cd6131037d;1;0;1;0.0;2;2;0;141;NO;7;0;1617;231;191.0;231;NO
TIKA;3;2a6d72672029eda0fa94547c0febf84b57a6bc6c;1;0;1;0.0;77;51;0;90;NO;7;0;1610;230;190.0;230;YES
TIKA;3;2e25dc0d756327e90cfbfca1b27e440b4a2e8b21;1;0;1;0.0;1;1;0;91;NO;7;0;1603;229;189.0;229;NO
TIKA;3;006831e911d0583045379830ffd77ec58ffb351d;2;0;2;0.0;181;181;0;0;NO;7;0;1596;228;188.0;228;YES
TIKA;3;7d67ade82b0022851d5f8c6d6811328b200d10f6;1;0;1;0.0;4;0;0;59;NO;7;0;1589;227;187.0;227;NO
TIKA;3;a77cf075e846390fc25768b1cc8c59a56c2ab9e3;1;0;1;0.0;59;59;0;0;NO;7;0;1582;226;186.0;226;NO
TIKA;3;8757a3561c632770595199a5930e02177bd172c1;5;0;5;1.9807543380168202;217;90;15;360;NO;7;246;1575;225;186.5;225;NO
TIKA;3;e77e233f0e74edc6271a5dad2c8b1a7fe22925e2;6;0;6;1.490475975908074;190;118;2;271;YES;7;82;1547;221;182.5;221;YES
TIKA;3;a9fb61439bf092318680fde1dad4e9d91aea96af;8;0;8;0.0;252;154;92;397;NO;7;34;1540;220;181.5;220;YES
TIKA;3;aefe614e7c4846b173e102e1e99af03dc9d35e01;1;0;1;0.0;40;36;0;124;YES;7;6;1533;219;180.5;219;YES
TIKA;3;235e80743cc75d3812c1fa59deb35df4a4c2af6e;1;0;1;0.0;2;0;0;139;YES;7;294;1526;218;179.5;218;NO
TIKA;3;717833ad539511dc9c48eb488ce88c4337b05651;2;0;2;0.0;192;192;0;0;YES;7;0;1519;217;178.5;217;YES
