Project;Release;Commit;NS;ND;NF;Entropy;Size;LA;LD;LT;FIX;NDEV;AGE;NUC;EXP;REXP;SEXP;Actual_Defective
QPID;2;3815b5ce08145ed94e831cc15a1327a3b400fce4;1;2;5;1.1883084294182187;86;7;11;926;NO;20;3;6340;70;69.0;70;NO
QPID;2;4b942f9532a9753fd1074081a5dfde8ec11c4a2b;1;5;18;2.7787739006752306;199;90;1;1315;NO;20;8;6340;54;53.0;54;NO
QPID;2;09e8928e79bfb0b32b80d1c1ace218238d506f6d;1;2;26;1.5;2082;1053;1021;214;NO;20;9;6340;63;62.0;63;YES
QPID;2;44c1d81cde128c90e75c9e026762d1ca926e2d0c;1;5;14;1.1128986139202004;2707;1209;1078;1472;NO;20;58;6320;68;67.0;68;NO
QPID;2;9733bcc550671736a6b21dc3a1537bc392ef9d82;1;1;1;0.0;2;0;0;276;NO;20;23;6320;67;66.0;67;NO
QPID;2;0ac1f27533d2eb52ad7caa927e6d8d3b914da275;1;1;1;0.0;27;0;7;696;NO;20;23;6320;66;65.0;66;NO
QPID;2;0d167b9903235740c2f646a238e9fecee69a1b2b;1;1;1;0.0;268;268;0;0;NO;20;0;6300;65;64.0;65;YES
QPID;2;99a5f8b85c2417f675f5037bb9352e76654b0681;1;1;1;0.0;160;102;0;403;NO;20;1;6300;64;63.0;64;NO
QPID;2;05fe12bb0ba1bcdb7e608567f1f8baeaf3f3431b;1;3;5;1.5794340029249652;79;17;30;635;NO;20;1;6280;53;52.0;53;NO
QPID;2;849e954106e5cd789c9d57ccbdc32349762fdc5a;1;1;32;0.0;6935;0;6935;1702;NO;20;131;6260;171;170.0;171;NO
QPID;2;4b9412f92992f14cd530b800d386ab6450637b52;1;1;1;0.0;197;135;0;268;NO;20;0;6260;62;61.0;62;NO
QPID;2;53921551c0e8da798818a1f4da0c431d6cb80978;1;4;11;1.9208400567041233;157;49;38;265;NO;20;7;6260;52;51.0;52;NO
QPID;2;6fa2905ef4f0e605aedc57eba221bbf0f6a7b063;1;1;2;0.7219280948873623;59;39;10;1276;NO;20;0;6160;61;60.0;61;NO
QPID;2;b941e6328557317c45a150447beab7f97a18bedb;1;4;5;1.3760746067855538;142;84;0;1243;NO;20;4;6160;60;59.0;60;NO
QPID;2;d475fd718efc4c6454e0985cf59aaebf76e4ae48;1;2;2;0.8112781244591328;21;13;0;514;NO;20;3;6160;59;58.0;59;NO
QPID;2;0d41d3d9666fa21734ff2cdbff340fffd7f2d0dc;1;2;4;0.45894408119931923;760;62;0;402;NO;20;3;6160;58;57.0;58;NO
QPID;2;32060b0cef1a43a630c6cdc81d4f0fc85ecba7e3;2;3;4;1.1589385323502772;456;426;0;504;NO;20;0;6140;51;50.0;51;NO
QPID;2;d57c3f2e09e91a80aa709220d5fc2c4410539a48;1;3;11;2.6438911758059898;1208;981;15;515;NO;20;1;6060;57;56.0;57;NO
QPID;2;39ef8beb60b26ad1e14d75914911c032968660c8;1;2;6;0.0;963;702;261;261;NO;20;1;6060;56;55.0;56;NO
QPID;2;00c61cf2f90be2210e9e0c497bb57a7876556f3e;1;1;2;0.5916727785823275;17;1;2;1692;NO;20;4;6040;302;301.0;302;NO
QPID;2;dccb5be7b7587e997bcae2d8ce1561f5f67d2764;1;3;20;2.7275373335395177;1109;855;8;925;NO;20;3;6020;55;54.0;55;NO
QPID;2;f2cdb92da2b21155893cc0c8dcf07131a80eca61;1;1;1;0.0;2;0;0;607;NO;20;0;6020;54;53.0;54;NO
QPID;2;442f7bbfd1eb8e937c884f33e7118db1477c71fb;1;1;1;0.0;349;87;0;520;NO;20;1;6020;53;52.0;53;NO
QPID;2;6f6e01b7b66d3315f03e0fee149f5593911ba7f3;1;4;15;1.6729330318733677;830;517;291;515;NO;20;2;6020;50;49.0;50;NO
QPID;2;2bab7f6c71bcd11ebe03213e74da7505e90d9d3d;1;3;11;2.6190352743388656;392;309;3;1246;NO;20;2;5940;52;51.0;52;NO
QPID;2;2e8c761063d6a6de8a59e7c5dc7a5db282cde737;2;4;9;2.188721875540867;135;110;1;236;NO;20;3;5940;49;48.0;49;YES
QPID;2;aa0e4df68168895d4a55d687e6acd239eccd2e69;1;1;2;0.0;46;0;30;1713;NO;20;18;5820;291;290.0;291;NO
QPID;2;c9bfab46c3be5962ede5f7efc8d058cd7884429e;1;1;1;0.0;87;51;0;1195;NO;20;1;5780;51;50.0;51;NO
QPID;2;a8aa4e77ddfd7843b1509127476e400075ccb3d3;2;4;9;2.534159127851422;167;113;6;912;NO;20;2;5780;48;47.0;48;NO
QPID;2;039bde62dda0117dc5f3347cbe710ecbe42db893;1;2;7;1.873562518512994;406;256;108;476;NO;20;1;5760;47;46.0;47;NO
QPID;2;d09e266e67747f3989b163ddd8f1013fea98edb6;1;2;3;0.7219280948873623;19;2;7;620;NO;20;3;5760;50;49.0;50;NO
QPID;2;c781691d84a45dde875bc9373dda1af04f802f91;1;2;11;2.5735572622751857;2422;1301;1091;1195;NO;20;0;5760;49;48.0;49;NO
QPID;2;050a1e1c3660371a3cf65f64cdc6aebd8d9cbfec;1;1;1;0.0;26;26;0;0;NO;20;0;5760;48;47.0;48;NO
QPID;2;1d13011d6c91d666cb58e014d0ff6925aae2a956;1;2;28;0.21089984607915052;8074;3438;4492;1195;NO;20;5;5760;47;46.0;47;NO
QPID;2;8e24a132c0fc6be0e72e5006e37e58f8d1d3215f;2;6;20;1.5081939063830934;1340;788;454;620;NO;20;0;5720;46;45.0;46;YES
QPID;2;70a25a8808449cc66161a2710098a11d2b87c3f8;2;8;33;3.129855206269293;1685;1191;160;1195;NO;20;1;5540;45;44.0;45;YES
QPID;2;28e818bd9c1aae7df0920c38ca77f086f17fb54b;2;2;8;0.9182958340544896;173;160;7;225;NO;20;1;5540;52;51.0;52;YES
QPID;2;6cb197ee036143a671456a1999b1b6c68186062f;1;1;1;0.0;4;0;4;353;NO;20;141;5540;277;276.0;277;NO
QPID;2;31fe3d751bf048c3e47599ef3a18b1c39b165e09;1;1;4;1.3516441151533922;70;52;0;192;NO;20;0;5520;51;50.0;51;YES
QPID;2;e06c777404e9dc5906f77cf2054ec578c789dd78;2;4;13;2.348422745585615;600;13;161;1237;NO;20;0;5500;44;43.0;44;NO
QPID;2;2951630e82015a6be663a9e822e70507629f93c0;1;3;6;1.7700505373146034;618;412;0;1235;NO;20;1;5500;46;45.0;46;NO
QPID;2;a5cafdbd8fd9c28e53c2db37de2e689f9b467eeb;1;1;13;2.3299574748443264;214;148;30;208;NO;20;0;5460;49;48.0;49;YES
QPID;2;ff7335299dc5e01b5ff89e5483e363ff1a09d8ea;2;4;14;3.384811802747998;324;222;0;1231;NO;20;2;5420;48;47.0;48;YES
QPID;2;18e974d0cdfefa67b44f6532e67df61085ac2b32;1;1;1;0.0;4;0;0;204;NO;20;1;5400;45;44.0;45;NO
QPID;2;a5c7c0db116ccb682880326923be52b39d2cb491;1;1;1;0.0;10;4;0;483;NO;20;0;5400;44;43.0;44;NO
QPID;2;1eb8e98b6c2a06691fc029d3583e6140f0a3f173;1;1;1;0.0;972;0;6;489;NO;20;1;5400;43;42.0;43;NO
QPID;2;0399bf843528ad738d0c4d7f5ea03c6f84b42f7d;1;1;34;3.64921347682482;1441;787;204;230;NO;20;5;5400;47;46.0;47;YES
QPID;2;f6ba3d00b020994d22359fb0179fe1cf56972ae7;1;4;25;3.117991798459919;1789;858;857;1228;NO;20;0;5400;43;42.0;43;NO
QPID;2;3c14bc3e73665de36c9255f931a8ce4c81f2d35f;1;1;4;1.5262349099495227;280;254;0;1221;NO;20;0;5400;42;41.0;42;NO
QPID;2;70e04b9af12ba800460064a40fc9286e46077376;1;2;8;1.6570296167470935;701;620;7;1228;NO;20;0;5400;41;40.0;41;NO
QPID;2;c65cef89443a42c87e17d8d24b176b49344c896e;1;1;11;0.0;1850;1850;0;0;NO;20;0;5400;40;39.0;40;NO
QPID;2;94e5a706528771a2628b0d66a80312a3396ade6c;1;4;54;0.0;10413;10413;0;0;NO;20;0;5400;38;37.0;38;NO
QPID;2;7b2cb1821e691337c37413da02037e8a8a7b783d;1;5;64;0.0;12047;0;12047;1228;NO;20;4;5400;36;35.0;36;NO
QPID;2;66eda1edbca3bf08002af9a06ee58cf906e6fa08;3;5;15;1.6121581271436187;252;177;19;691;NO;20;38;5400;19;18.0;19;YES
QPID;2;999b19703dca14e7209230e07ea145ee084e528f;2;5;16;2.727203327688345;1339;1018;3;1192;NO;20;3;5400;35;34.0;35;NO
QPID;2;f14bda91cf8a8a40c0b895112f829574cff52664;1;1;1;0.0;51;51;0;0;NO;20;0;5400;33;32.0;33;NO
QPID;2;e8fcd94a058c7de703fa65d01b9b468ec8050230;1;3;13;0.7263997735417456;2218;2040;0;461;NO;20;0;5400;32;31.0;32;NO
QPID;2;fb4a597fe874222728dbe27e899392285444d53c;1;2;2;0.9182958340544896;6;0;0;118;NO;20;3;5360;46;45.0;46;YES
QPID;2;7664c3482157131712446c621652031d754bf640;1;1;1;0.0;79;69;0;392;NO;20;1;5360;29;28.0;29;NO
QPID;2;b5c99cca81c9a8a5ab9a6929ab8f2ad6f4f06312;1;3;13;1.9984581767021012;943;548;113;1037;NO;20;2;5360;28;27.0;28;NO
QPID;2;76dbaccd3de240aeb5e5bc0f600cf444c9d1e3b5;1;1;1;0.0;2;0;0;161;NO;20;0;5360;45;44.0;45;NO
QPID;2;873ee3526c315b512a680ea805edf16eaad87310;1;1;2;0.5916727785823275;134;92;0;962;NO;20;0;5340;27;26.0;27;NO
QPID;2;6df19b471e0f15e5aae31598b7816932990dc026;2;2;4;1.2987949406953985;108;44;48;150;NO;20;0;5340;42;41.0;42;NO
QPID;2;97fa368b4a11344721a6da534014a3bbf1837de6;1;1;1;0.0;34;34;0;0;NO;20;0;5340;26;25.0;26;NO
QPID;2;dc47086c4aa580903cff895bfb488971943a6916;1;1;1;0.0;8;0;0;113;NO;20;0;5340;25;24.0;25;NO
QPID;2;74fa4e80d0533df9cadccb1cf81fc3200240a10c;1;3;10;2.217021885879718;382;228;126;822;NO;20;0;5340;24;23.0;24;NO
QPID;2;e8481274f8c6df7413c3248cd11f0612edd87a86;1;4;18;2.3797730021680223;1463;770;621;839;NO;20;1;5340;23;22.0;23;NO
QPID;2;c23f0c0d9fa65434ff0dec11c8eb44ac0e274272;1;1;1;0.0;60;0;60;60;NO;20;2;5340;22;21.0;22;NO
QPID;2;1a683c482dc7e4961a68733e6b5c63f343264594;2;3;12;1.3523021386577352;146;35;21;396;NO;20;3;5340;44;43.0;44;YES
QPID;2;8eab2c30ae3cc0e523954d317517aab264923286;2;3;3;1.0740336154291823;142;7;5;215;NO;20;2;5340;43;42.0;43;NO
QPID;2;2c11eb5a8f0c49ce86b11bab2beae24f988e851f;1;1;4;0.0;156;52;96;388;NO;20;1;5320;41;40.0;41;NO
QPID;2;08da3f648daf8cd878293e6c0cec36f63bb383d6;1;1;1;0.0;5;5;0;84;NO;20;0;5320;40;39.0;40;NO
QPID;2;03d56e9ac9b87e35096a7efe6649985eec1b1894;1;1;3;0.0;98;98;0;64;NO;20;2;5320;39;38.0;39;NO
QPID;2;2c5548009056f0372d97876493ab1c8748d22d97;1;1;2;0.0;122;122;0;0;NO;20;0;5320;38;37.0;38;NO
QPID;2;d2a25f3c10a90a144b87051fac9d80991425d1f0;1;1;1;0.0;31;31;0;0;NO;20;0;5320;37;36.0;37;NO
QPID;2;48859af857dc044693501eed96b5528089005365;1;1;3;0.0;153;38;97;63;NO;20;0;5320;36;35.0;36;NO
QPID;2;9654ce18099f1e573492e1ede439bf24f4d6d84c;1;1;5;1.8288713632524445;37;0;1;839;NO;20;2;5320;35;34.0;35;NO
QPID;2;83762d42ea5859074e248b9d38d7fbc3a916b3dd;1;1;7;0.36579197364364757;429;108;215;287;NO;20;3;5320;34;33.0;34;NO
QPID;2;d92fc4e4d70b467a6167d981392430573b93fc59;1;1;34;3.266808275654107;2082;1540;194;134;NO;20;4;5200;41;40.0;41;YES
QPID;2;bf80fb28d57e4476ab29ea32376290435ff4cf3a;1;1;1;0.0;54;54;0;0;NO;20;0;5200;38;37.0;38;NO
QPID;2;c06860ce45b4f52be1ba934fd4d92da10c9cc25f;10;51;169;5.235498268897344;21081;6148;13195;2807;NO;20;0;5200;36;35.0;36;NO
QPID;2;c336db3f7cafdecdf72562f3575b2a5f5a16caa2;1;1;1;0.0;40;0;40;40;NO;20;4;5180;33;32.0;33;NO
QPID;2;4fbd28b6078d6b3fbfe528a99d6e27963c68f99b;11;51;169;5.224036336520659;21097;13215;6148;2797;YES;20;53;5180;258;257.0;258;NO
QPID;2;0413e1028718321ec7f2dffd6bbeeb6646cd2006;1;1;2;0.0;120;120;0;0;NO;20;0;5180;32;31.0;32;NO
QPID;2;a24e1a318cb6b8dc137149ce9342b8ed37a7e6bd;1;1;2;0.9852281360342516;29;15;0;273;NO;20;0;5180;31;30.0;31;NO
QPID;2;57b1b8062bbbc213a2e85912edd7e425c374c9fe;1;1;2;0.2974722489192897;50;11;1;828;NO;20;0;5180;21;20.0;21;NO
QPID;2;dcb7d2656c5519a588d690480c7831b63cd6e0a4;1;1;7;1.8010957691984142;201;85;0;793;NO;20;0;5160;20;19.0;20;NO
QPID;2;094d28db8c2d377f3def9ce6e0dd5b2beec0e16a;1;1;1;0.0;142;0;34;307;NO;20;1;5160;19;18.0;19;NO
QPID;2;0750a85f37eb39e1c59c37270df66abceb030395;1;1;1;0.0;8;2;0;92;NO;20;4;5160;18;17.0;18;NO
QPID;2;5ea851da0da21a0399861ba3ceb486565d304b64;1;1;11;2.528923100207036;809;695;0;748;NO;20;1;5160;17;16.0;17;NO
QPID;2;e484a2bd3e5801fcf0332d791abe3e71fa0d2927;1;1;1;0.0;2;0;0;30;NO;20;6;5140;30;29.0;30;NO
QPID;2;e79d9db80fc7cea08ebb65b8eba4fa6f5e738c4b;1;1;12;0.8651890163675762;866;760;0;580;NO;20;1;5140;16;15.0;16;NO
QPID;2;50f209a329d7d304f26fbd80d205894ea6f59224;1;1;5;0.0;60;0;60;14;NO;20;3;5140;29;28.0;29;NO
QPID;2;cbabaf823974568790db97fadce83c93a5d6b8c7;1;1;1;0.0;48;10;0;297;NO;20;3;5140;28;27.0;28;NO
QPID;2;23854471da707ba6541291587f05fb08d2ce5f3f;1;1;1;0.0;9;7;0;87;NO;20;1;5140;27;26.0;27;NO
QPID;2;30947b33b0aa8a87a9db42615b3797ceacef3250;1;2;2;0.9182958340544896;6;0;0;580;NO;20;0;5140;15;14.0;15;NO
QPID;2;4fd0101067323816ffa4d0a2219995f5bc600e7c;1;4;47;2.5462546362485985;5835;5624;117;410;NO;20;0;5140;14;13.0;14;NO
QPID;2;a2f1ddbe4175c6136b1188faeccaf1f8e561e3b2;1;1;2;0.0;23;1;8;1721;NO;20;5;5140;153;152.0;153;NO
QPID;2;106b988f84e9a85fa430e17cc233cc04ca2d4820;1;1;3;1.584962500721156;6;0;0;410;NO;20;2;5140;26;25.0;26;NO
QPID;2;eaf31afdd186cd7c46b0066bdd2921176738a76a;1;1;8;2.9139770731827523;24;0;2;303;NO;20;1;5140;25;24.0;25;NO
QPID;2;302ff4e537cd1b6335b09fe915f6f36c0c81b99d;2;3;3;0.0;124;60;58;302;NO;20;0;5140;24;23.0;24;NO
QPID;2;0c787a1c0cc3527f8545d292d75a2480910dea88;1;1;1;0.0;207;81;0;221;NO;20;0;5140;23;22.0;23;NO
QPID;2;324604ae9fd76cc5e13b329396c0d3636060327c;1;1;4;1.020512659453439;123;5;30;247;NO;20;2;5140;13;12.0;13;NO
QPID;2;609cb1359a12e7cc7f476d4a5e8a05bdcb9a3c22;1;1;1;0.0;8;0;0;87;NO;20;1;5140;31;30.0;31;NO
QPID;2;d64d303f9e774f74d88423621626c7719e353e59;1;1;1;0.0;6;0;0;247;NO;20;0;5140;22;21.0;22;NO
QPID;2;e394d89609ec5aa56d0d63bf687cf0bb2607c0ea;1;1;1;0.0;2;0;0;27;NO;20;0;5140;12;11.0;12;NO
QPID;2;fe3a5a511ff1e5d099b2b8a0089cc81aedcb103b;1;1;1;0.0;27;27;0;0;NO;20;0;5140;21;20.0;21;NO
QPID;2;af7fab317c522e35179538d97696e44dc113263a;1;1;2;0.0;58;0;58;29;NO;20;0;5140;20;19.0;20;NO
QPID;2;1d41acbbe7f13db8e91bf55337c0e7d660b5e169;1;1;5;2.188112247101248;86;24;0;122;NO;20;0;5140;30;29.0;30;YES
QPID;2;6a50438e891a94529a346c3a6d82623ee2073143;1;1;3;0.0;60;58;0;410;NO;20;0;5140;11;10.0;11;NO
QPID;2;153e616d3c4ad01db6d7826a0cbb897f39f86018;1;1;6;0.0;769;769;0;0;NO;20;0;5140;10;9.0;10;NO
QPID;2;6d670565ba07a5144fb1edf81370d09817bb983b;1;2;17;3.6168746059562227;154;120;0;247;NO;20;0;5140;9;8.0;9;NO
QPID;2;0451496093c7d07807f9181d3bc89434f5034aa8;1;1;6;1.792481250360578;169;156;1;135;NO;20;0;5140;29;28.0;29;NO
QPID;2;395b2aef8052b915bf875b9ec455663bcdb3a478;1;2;26;0.0;1602;801;801;247;NO;20;0;5140;19;18.0;19;NO
QPID;2;f6ce4582d32b38dee7139dd286a7abcc4f8695cc;1;1;1;0.0;13;5;0;78;NO;20;0;5140;23;22.0;23;NO
QPID;2;edf14006d9da4a9697c8354eaad8382f9b1bc1c0;1;1;30;0.0;1640;1640;0;0;NO;20;0;5140;22;21.0;22;YES
QPID;2;0764ce632858991b99db0ef96cbd64b36e492b7a;1;1;1;0.0;15;15;0;1706;NO;20;1;5140;151;150.0;151;NO
QPID;2;253186dc7ac53c3b7556dc00ba330b2e2b264a7f;1;14;71;0.0;7901;0;7901;679;NO;20;84;5140;17;16.0;17;NO
QPID;2;bbca10722a085a990391d1f43ba439fa75f6ec04;1;3;15;0.0;877;0;877;247;NO;20;0;5140;8;7.0;8;NO
QPID;2;0ffae3b84b7d59f03a15cf59dcb700385cc3d24e;1;3;15;0.0;877;877;0;0;NO;20;0;5140;7;6.0;7;NO
QPID;2;be5ce35e4a9fb4a5a358522c23855da11116829c;1;1;1;0.0;14;0;0;44;NO;20;0;5140;6;5.0;6;NO
QPID;2;74bf9662eb1c0f54ef20eda618e8e7f72f2fdfad;1;3;15;0.0;877;877;0;0;NO;20;0;5140;5;4.0;5;NO
QPID;2;346d178a06b5dc1c4065450e988f9934390c561c;1;1;1;0.0;52;46;0;1660;NO;20;4;5140;147;146.0;147;NO
QPID;2;1f4463ff0c56261e2ee7f5a163ba2ba8ced80793;1;1;4;0.0;54;36;0;1635;NO;20;114;5140;145;144.0;145;NO
QPID;2;d04f3d35696e5ba66fd383828449fb81824646a0;4;7;14;2.730125214509514;1105;543;6;1261;YES;20;15;5120;256;255.0;256;YES
QPID;2;810d80bbafb2b4826710a3e9388df89adfa220af;4;8;15;1.8494888453412872;1969;1442;37;588;NO;20;25;5100;255;254.0;255;NO
QPID;2;576b4c0c1cfc411fd6ebe62b79d799477dc1910d;1;1;1;0.0;10;10;0;2787;NO;20;8;5080;4;3.0;4;YES
QPID;2;d9740561181713f422b22549c0fd45c586f76066;1;1;1;0.0;2;0;0;201;NO;20;115;5080;3;2.0;3;NO
QPID;2;b2c634a7f67a5f480d0e4c5a449662627ab62497;1;1;2;0.9975025463691153;40;6;0;237;NO;20;2;5080;254;253.0;254;NO
QPID;2;7e4c859715e60572f391c781944c901ce45db42c;3;5;6;1.7460618718322807;241;50;1;2746;NO;20;3;5060;253;252.0;253;YES
QPID;2;8c8ee073330c02ba451a7a1a57e7da7110e4d8c0;7;27;52;3.252305700664045;1194;954;188;1013;YES;20;62;5040;252;251.0;252;NO
QPID;2;3769af8867386add4cbfa191ec45f786e4f84e69;1;1;1;0.0;7;3;0;811;NO;19;24;4769;251;250.0;251;NO
QPID;2;1d23b9ec5e7296aecefe94a532a9f22dfb5fa5bb;5;45;128;4.6726039704597815;11839;2699;476;2481;YES;19;69;4750;250;249.0;250;YES
QPID;2;f9e83f70ff57ca31d0849926ecc6271673404b0b;4;6;6;1.3983094216580203;284;59;31;687;NO;19;56;4731;17;16.0;17;NO
QPID;2;98d79fa020c71de88eca07b526008ca25e7cb193;1;3;4;1.8464393446710154;24;0;4;1759;NO;19;0;4731;16;15.0;16;NO
QPID;2;b699d6aa15aba59a9c6ae1651ff7be1f3bf577e8;2;5;5;1.653174826176531;148;3;5;1759;NO;19;9;4731;15;14.0;15;NO
QPID;2;729cfb9a6f82124a06ba417e7f768811d5cacb8e;1;1;10;0.0;1221;1221;0;0;NO;19;11;4731;14;13.0;14;NO
QPID;2;6526e1eb68ec1ec85f59d39d113491aa4294cb3b;1;5;13;0.19006395422060451;3620;3068;0;970;NO;19;3;4731;114;113.0;114;NO
QPID;2;3cc70a8be2f499ca9a20661f798453cee9f37aa8;1;3;12;2.7335399920055385;516;74;36;331;NO;19;17;4731;13;12.0;13;NO
QPID;2;eaa113f7b7640bddf8328f3e8cc24ce72fb9b52c;6;24;94;3.881447358357166;1601;75;416;2481;NO;19;27;4731;12;11.0;12;YES
QPID;2;d99f53fb5ef7970a63e150af0a22347c42767dd5;4;16;47;4.32358211977209;763;338;3;868;NO;19;95;4731;11;10.0;11;YES
QPID;2;297cbc84e777d48c2111baa688ba46383c068067;3;5;6;0.5314813960922609;1215;786;13;978;NO;19;8;4731;8;7.0;8;YES
QPID;2;ae7209ad82dd5d88dcccc3218f9806fc19425c33;1;1;1;0.0;24;4;0;331;NO;19;10;4731;7;6.0;7;NO
QPID;2;6cdba172a3344d92a5593f2e02545b939f8db935;1;5;13;2.9868341532568263;913;543;0;687;NO;19;82;4731;6;5.0;6;YES
QPID;2;0d3e290f5cf129f7222b7a77481ade6086e372e1;1;2;4;1.8016366412706075;149;113;0;227;NO;19;75;4731;5;4.0;5;NO
QPID;2;c40d919a420b377608fce2fc35de7069f912cf84;2;3;9;1.8990934573059555;358;222;0;384;NO;19;45;4731;4;3.0;4;YES
QPID;2;6166e60244233eb113f55f13ad3fa714c019fea5;3;3;9;1.3921472236645345;248;230;0;1040;YES;17;8;4216;248;247.0;248;YES
QPID;2;c3c43aab6e0aa2c2591fdcd364eac184f40c829f;2;3;3;0.0;183;75;78;756;NO;17;0;4199;247;246.0;247;NO
QPID;2;2b29cdf3d73b64ce1de5a2a1a16228bdcb8376d4;1;1;1;0.0;94;22;0;1450;NO;17;0;4182;246;245.0;246;NO
QPID;2;a9be5411186e3ee0f14372de828e455c15ac7e83;2;6;9;1.6143202649152193;258;30;16;1052;NO;17;26;4165;245;244.0;245;YES
QPID;2;d5f768b000a861cb28239a00c7494f49fa1e0446;1;1;1;0.0;134;60;0;1390;NO;17;2;4148;244;243.0;244;NO
QPID;2;59fcffb8aac5234521f4ae98cfa16970c061109c;1;1;1;0.0;3;1;0;968;YES;17;0;4131;243;242.0;243;NO
QPID;2;29f2cfe7529b2242e13257bd80649ee5b989ddb6;2;2;4;0.034596386802422566;952;400;0;275;NO;17;6;4114;109;108.0;109;NO
QPID;2;d4b3506f2133f3520ce3cf6e058d7e5863c0e807;2;9;20;2.387866714295285;1396;1024;0;1052;NO;17;6;4114;107;106.0;107;YES
QPID;2;eaf3e6ce46ac764666dc030b17beed644e4fb44c;1;5;16;2.495684477216931;2080;1586;306;343;NO;17;21;4114;191;190.0;191;YES
QPID;2;1d6bec9c7ea9f4ea71a919e59010fd0744581ac9;4;8;11;2.6287897080390272;847;282;9;2482;NO;17;38;4114;242;241.0;242;YES
QPID;2;ab8d563c9ac1f7f82a4b417ca02b210d2e51245a;1;1;1;0.0;4;0;0;288;NO;17;0;4097;3;2.0;3;NO
QPID;2;29c7ff71a3f4116b1df17261a496e5c9e273cdae;1;1;1;0.0;3;1;0;287;NO;17;0;4097;2;1.0;2;NO
QPID;2;f255f2afe5d386deec361fcc4978b60c2322f790;1;1;1;0.0;21;15;0;272;NO;17;0;4097;241;240.0;241;NO
QPID;2;1402635a77ae14a0f595c6452630ac66b957315c;1;1;1;0.0;265;0;263;535;NO;17;0;4080;240;239.0;240;NO
QPID;2;8a1ee495d1c6c26fee7310b117eed401c9121362;2;6;13;2.362217463219333;282;68;90;895;NO;17;22;4063;239;238.0;239;NO
QPID;2;05f831392baff1b6a442384de9ff3d937e175287;4;6;6;1.6646727945202304;361;303;0;602;NO;17;6;4046;238;237.0;238;NO
QPID;2;8bd8ca246979227251a02f613aca65d45af98790;1;1;1;0.0;3;1;0;242;NO;17;0;4029;16;15.0;16;NO
QPID;2;5338bcbb94ad3227b4689eacaec142945218eb1a;3;16;50;2.3612271167924224;4643;2896;809;963;NO;17;23;4029;15;14.0;15;YES
QPID;2;3f3a7f6af8d3ceb4b48fdea7605a57b5f7bff2ee;5;9;19;1.7921053370593427;429;68;25;691;NO;17;25;4029;190;189.0;190;YES
QPID;2;3892466f13701606177830ba1b8f4f1b8a5621a9;1;4;7;1.5356058081494561;525;80;57;2439;YES;17;21;4029;237;236.0;237;YES
QPID;2;d093120e37ccfc0c2a036c533147bf37fd779ecb;1;14;71;0.0;7901;7901;0;0;NO;17;0;4012;14;13.0;14;NO
QPID;2;858a3582d04c070dadba52887aaae3bff3d3bb88;1;4;4;0.0;76;62;0;854;NO;17;4;3978;120;119.0;120;NO
QPID;2;3fb59b5bfef97f2a46b5a47e5beaed547e1fc14c;2;2;4;1.0518384134835816;81;9;12;611;YES;17;7;3978;234;233.0;234;NO
QPID;2;efecf4f0324bcca44dcc99507ab622969ee4b2a0;1;1;1;0.0;66;44;0;2395;NO;17;2;3961;233;232.0;233;YES
QPID;2;977abc4f3ee3a4b9d34a325c9cfb6ea15bc5bf4e;3;11;21;2.7180221172802828;604;193;197;1362;YES;17;19;3944;232;231.0;232;YES
QPID;2;1edb77b98ecd6fc356fd5fc2e22afd470d7fbf2a;4;21;42;3.6424759800004622;2528;1084;686;2395;YES;17;40;3927;231;230.0;231;YES
QPID;2;03aad71e252f89a0c9e4dbddb63b55ae9fe3e9cc;1;5;11;2.5982319208822005;351;82;47;619;YES;17;0;3910;230;229.0;230;YES
QPID;2;a469da53c9de68e52794c47ef26d9d20b7fff934;3;5;6;1.4916814652179804;508;14;52;999;NO;17;1;3893;187;186.0;187;YES
QPID;2;b35d61bbd09573c6d3a076299f67aacbd819d60f;5;9;24;3.6812323756808936;722;393;17;2383;YES;17;13;3893;229;228.0;229;YES
QPID;2;ffe5e29f94b376c6f5900b2f9577c8bbaef7407b;7;52;148;5.298890920323159;8988;5782;628;2338;YES;17;41;3876;185;184.0;185;YES
QPID;2;c40abb2580b2da657249b74a202d75eaee3362e2;1;1;1;0.0;1607;289;0;710;NO;17;0;3876;184;183.0;184;NO
QPID;2;8c67d6f374a8f0de6ff88a63e85e8760e510263c;1;1;1;0.0;710;710;0;0;NO;17;0;3876;183;182.0;183;NO
QPID;2;719564278e3360c6aab401332f8866d657c157fa;1;1;1;0.0;36;8;0;436;NO;17;47;3876;1;0.0;1;NO
QPID;2;6d9261f4c3c51debd9ef62ff34aad0bb161c4f33;1;1;3;0.0;164;0;164;102;NO;16;5;3648;17;16.0;17;NO
QPID;2;599defce5ebec6fcaa2721b8a72d9f5589599424;1;1;2;0.0;277;0;277;160;NO;16;5;3648;15;14.0;15;NO
QPID;2;0a35fd3f7ce29edfd4697a9392f4e6eb13ff585e;1;8;28;3.2664361590683977;486;158;36;243;NO;16;4;3648;14;13.0;14;YES
QPID;2;ba393856e0dfef0ad247e7d8ac7e0ad13bf5bd3e;1;1;1;0.0;33;5;0;843;NO;16;5;3648;11;10.0;11;NO
QPID;2;04c7b957a4056219c29818111ae6d20fa8e418f8;1;1;1;0.0;4;0;0;1635;NO;16;21;3648;151;150.0;151;NO
