Project;Release;Commit;NS;ND;NF;Entropy;Size;LA;LD;LT;FIX;NDEV;AGE;NUC;EXP;REXP;SEXP;Actual_Defective
QPID;2;20f5e0b2504bddaecb396f602e0a8a618a525ea9;1;1;4;1.5566567074628228;16;2;0;163;NO;20;0;8120;85;82.0;85;NO
QPID;2;f1aff365de18efc47b093a8556c81d8cfca8bf46;1;1;2;0.0;2;2;0;162;NO;20;1;8120;84;81.0;84;NO
QPID;2;36a2e847b30095fe69f0bd2f2b70cd2676c97078;1;1;6;0.0;673;673;0;0;NO;20;0;8120;83;80.5;83;NO
QPID;2;4c725660adc2e09c9d246c7f871a073e1730ac7e;1;2;2;0.9709505944546686;10;0;0;507;NO;20;0;8120;81;78.5;81;YES
QPID;2;8faa9779a65f7b1dac7cf0b4a059f5c758973a75;1;3;3;1.3727065757449357;138;32;0;507;NO;20;11;8120;80;77.5;80;NO
QPID;2;ca3314ec03a775d7aab8d03ecb55f4b4768a6940;1;2;2;0.6500224216483541;12;0;0;685;NO;20;78;8120;79;76.5;79;NO
QPID;2;18ead2882fa24b42e5f2e170a284f91f3eaacf07;1;2;3;0.05248365024572175;1170;36;0;1690;NO;20;55;7980;25;24.0;25;NO
QPID;2;2f0775218b8767e6d76ec2c9b8a823e64ab7a9a2;1;2;2;0.0;45;37;0;337;NO;20;91;7960;196;195.0;196;NO
QPID;2;8cf55327406939cb023e2d81cf53d951ac099152;1;1;1;0.0;133;29;0;520;NO;20;11;7960;195;194.0;195;YES
QPID;2;6e1a188f6615cf9a3e302bb5821042290271398c;1;1;1;0.0;2;0;0;973;NO;20;15;7900;194;193.0;194;NO
QPID;2;892e6decb5c47db9a443b4ec8cf6f8446193039f;1;1;1;0.0;2;0;0;407;NO;20;3;7900;193;192.0;193;NO
QPID;2;a26a61c4604f8453c54b4bebae865748b7b21071;1;1;1;0.0;167;167;0;0;NO;20;0;7900;192;191.0;192;NO
QPID;2;4fc166c35d2e22a8b5e8adba10cf992566e5e48f;1;1;2;0.0;1839;1839;0;0;NO;20;0;7900;190;189.0;190;NO
QPID;2;8c0c73d90c2488c9995bced542d1e9f3a05c19b5;1;1;1;0.0;171;0;93;736;NO;20;3;7900;189;188.0;189;NO
QPID;2;544d4de8460b0eecb02c705430ca6b165bcbe64c;1;1;1;0.0;9;5;0;236;NO;20;3;7900;187;186.0;187;NO
QPID;2;1d31f66fcc9601db06f5fbdd158c16bc3180f0fd;1;1;2;1.0;4;0;0;560;YES;20;24;7800;247;232.0;247;NO
QPID;2;6ee11959bff03826083c85943f14e6b4ceeaacff;1;2;2;1.0;8;0;0;507;NO;20;48;7760;245;231.0;245;YES
QPID;2;8637d43721c191122486bf79c3bc155ec75681ae;1;1;1;0.0;1;1;0;512;NO;20;13;7760;243;229.0;243;NO
QPID;2;7c8d53c89603a399926ff487cd9a667197f6286b;1;1;1;0.0;6;0;0;736;NO;20;0;7760;185;184.0;185;NO
QPID;2;93085a27441a62b1598b1ec14a9bb0477e27c618;1;1;1;0.0;926;16;0;720;NO;20;0;7760;184;183.0;184;NO
QPID;2;63de51c0a2764a7f156f5d64c74345dc42c141e0;1;2;2;0.0;729;727;0;229;NO;20;12;7760;183;182.0;183;NO
QPID;2;2fa5604862b661630bf1e46760ff2cfcd96681b9;1;1;1;0.0;5;3;0;404;NO;20;26;7760;182;181.0;182;YES
QPID;2;077f50ac654edd3c596935c37f2d232aea8b929f;1;1;1;0.0;5;1;0;136;NO;20;41;7760;181;180.0;181;YES
QPID;2;4ecbb9b68a4ac3e6ed4de40ea3a076dd8b6357e4;1;1;1;0.0;2;0;0;520;NO;20;5;7520;180;179.0;180;YES
QPID;2;0a45328fc13a926f62911d8cea4a9936e754293d;1;1;2;0.0;9;7;0;1690;NO;20;66;7500;179;178.0;179;NO
QPID;2;8e69afab9139af7da0f3010e5a5a5548c15cfc0a;1;1;2;1.0;4;0;0;623;NO;20;66;7420;178;177.0;178;YES
QPID;2;58c9477dacefec4ba522aa81c76497710196e274;1;1;3;0.0;40;31;5;2626;NO;20;12;7420;177;176.0;177;YES
QPID;2;e59864d761e1f4e196f328bc26987ee3e16c55c8;1;1;3;0.0;46;44;0;961;NO;20;5;7420;176;175.0;176;YES
QPID;2;7ab1211ca1c01920b7b8962b60f9d6b62400bb2f;1;1;1;0.0;282;114;0;262;NO;20;0;7420;175;174.0;175;NO
QPID;2;41381be9bab48b40c7ee8927d101826358e3af18;1;1;1;0.0;4;0;0;182;NO;20;0;7420;174;173.0;174;NO
QPID;2;199ce16265a091957fe3ffc597fd1e3245bf1767;1;1;1;0.0;8;6;0;176;NO;20;5;7420;173;172.0;173;YES
QPID;2;742e6cf06bda0cb47f5185b1a65f07f1b9dc238e;1;6;7;2.5216406363433186;15;1;0;511;NO;20;14;7420;172;171.0;172;NO
QPID;2;6bde6cb059fff2eb1dd4c50fe634727845b636e5;1;1;1;0.0;15;1;0;156;NO;20;20;7420;171;170.0;171;NO
QPID;2;2e1c153c70e7056216903ce30db3acb225b1c5b8;1;1;2;0.0;5;5;0;238;NO;20;6;7420;170;169.0;170;NO
QPID;2;cd985a4304eeb68001752611a9aea6a1858bb3ad;1;1;1;0.0;2;0;0;331;NO;20;17;7420;169;168.0;169;NO
QPID;2;a684884933f256a5764e02aaaa461a2662a5b4f3;1;1;1;0.0;1;1;0;175;NO;20;0;7420;168;167.0;168;YES
QPID;2;ab042be08a8113e5f294a3d03ad1f3e83eb8383b;1;1;1;0.0;5;1;0;499;NO;20;0;7420;78;77.0;78;YES
QPID;2;cb6dd3222d79b66fd45ad8ba92f7450a473279de;1;1;1;0.0;10;6;0;493;NO;20;0;7420;167;166.0;167;YES
QPID;2;f3709b7799604fd583630b18b60824fff3c121df;1;1;1;0.0;5;5;0;170;NO;20;1;7420;166;165.0;166;NO
QPID;2;35d111aa4f8bdcb98e2ae97bed3772604e9aef2f;1;1;1;0.0;11;9;0;579;NO;20;8;7420;165;164.0;165;NO
QPID;2;ff36821da030a42f220a52dda81ca5e411df226c;1;1;2;0.0;21;19;0;961;NO;20;2;7420;164;163.0;164;YES
QPID;2;c930c2638c6ab3a9c709bbbddc00c0ba8f0495c4;1;1;1;0.0;57;9;0;363;NO;20;8;7420;163;162.0;163;NO
QPID;2;d7b7eec631328f131ffc6711417c579a0ab8c8c2;1;1;1;0.0;19;19;0;173;NO;20;4;7420;162;161.0;162;YES
QPID;2;0eb63f8a4f7172c793d1bf36ebdb051d5257fb16;1;1;1;0.0;3;1;0;168;NO;20;2;7420;161;160.0;161;YES
QPID;2;a8fbf191ec5abaf39585650ce5d0e6fabf8e88cf;1;1;1;0.0;13;3;0;167;NO;20;2;7420;160;159.0;160;YES
QPID;2;200cdccb8e8148e0d24f8569ddebafc21b1c834d;1;1;1;0.0;6;2;0;472;NO;20;1;7420;159;158.0;159;YES
QPID;2;7b14c847e3de611d73a41d636c307c7d940e4522;1;1;1;0.0;36;18;0;454;NO;20;0;7420;158;157.0;158;YES
QPID;2;3bd42ed62494d189cee70087ead1794a4e685a2a;1;1;11;0.0;2060;2060;0;0;NO;20;0;7420;157;156.0;157;YES
QPID;2;e96fd6a5b371694ead70479f1218ea0f3c283c8a;1;1;11;0.0;2060;0;2060;589;NO;20;6;7420;154;153.0;154;NO
QPID;2;94845b1039db24b637d1564347594cdd2113a336;2;3;12;2.7036131805759815;343;209;4;672;NO;20;60;7420;152;151.0;152;YES
QPID;2;d1316c3af98ae58672f6ba374254cc89cdd57e07;1;2;2;0.0;160;92;0;182;NO;20;1;7420;102;99.5;102;YES
QPID;2;51e314d96107657316948f2957f88fd4288eb539;1;1;1;0.0;22;18;0;54;NO;20;34;7420;101;98.5;101;NO
QPID;2;d31b2cc09ce78461b894a9d26880e3f2521247b2;1;1;1;0.0;2;0;0;107;NO;20;1;7420;100;97.5;100;YES
QPID;2;c8fd885b74791ba1349de8cfc8e7c3f9222eef7e;1;1;1;0.0;42;14;0;34;NO;20;28;7420;77;76.0;77;NO
QPID;2;b4d6577049bd648fd1407c0283a63d66b5d6bbdf;1;1;1;0.0;23;21;0;437;NO;20;1;7420;76;75.0;76;YES
QPID;2;82f246287ac2197e2b6cf077be736c492ef4c73e;1;1;4;0.5916727785823275;44;30;0;955;NO;20;1;7420;75;74.0;75;YES
QPID;2;74dc07fce6d955e14d863be762132212f55cf416;1;1;1;0.0;3;1;0;424;NO;20;0;7420;74;73.0;74;YES
QPID;2;75d87f787ff5c84723b07af73ee1eaa3bcf5219e;1;2;2;1.0;15;4;3;171;NO;20;3;7340;151;150.0;151;NO
QPID;2;967d5d0cd49313cc0476be0b15077736bc357811;1;1;1;0.0;8;4;0;420;NO;20;1;7340;150;149.0;150;NO
QPID;2;a0f7d70a077d0501d2698abf23363b17f5f9c017;1;1;2;0.9182958340544896;21;15;0;955;NO;20;3;7340;149;148.0;149;YES
QPID;2;a613ebd6664456ac139a5b69d2f180143fb2e365;1;1;1;0.0;2;0;0;70;NO;20;3;7280;148;147.0;148;NO
QPID;2;404e81857662ac1775b79d14d07b80dc9740a41f;1;1;1;0.0;23;13;0;392;NO;20;1;7280;147;146.0;147;YES
QPID;2;3d8980d94108250264ec73063b27f973b0b8e989;1;3;9;2.763865121950854;71;0;31;570;NO;20;5;7280;99;96.5;99;YES
QPID;2;e0ba5becd0052cabe0cfa997dd35d7362bf2c472;2;6;12;1.7803885281396075;429;237;0;561;NO;20;6;7280;98;95.5;98;YES
QPID;2;2a10deef36eec1b8df9ec52dfb44a72eee7059a8;1;1;1;0.0;6;0;0;70;NO;20;9;7280;146;145.0;146;NO
QPID;2;c39a1accd066bcd6ab14b7b1faf54357103ec8fb;1;1;1;0.0;1;1;0;560;NO;20;2;7280;97;94.5;97;NO
QPID;2;1d9c1d193a6d3133ebedf02eb6266209646e35d0;1;1;2;0.8112781244591328;12;4;0;130;NO;20;9;7280;145;144.0;145;NO
QPID;2;241e97ab6b5401d0375ebd9bf247e70c05030c7a;1;1;1;0.0;2;0;0;389;NO;20;0;7280;144;143.0;144;NO
QPID;2;9ac3f068c9e0def4217598cb11050013d473e491;1;1;1;0.0;5;3;0;152;NO;20;1;7280;143;142.0;143;NO
QPID;2;fd73cc95a16cb763b656d0a2afa2f1196603d1d6;1;1;1;0.0;1;1;0;388;NO;20;1;7280;142;141.0;142;YES
QPID;2;104985b6294f6667109d4fb750f1076128cd4dc3;1;1;1;0.0;12;8;0;503;NO;20;8;7280;141;140.0;141;NO
QPID;2;60373d7bf1d14da2a665025826cadb0843de7a62;1;3;3;0.9182958340544896;30;22;2;365;NO;20;4;7280;140;139.0;140;NO
QPID;2;daaa1f989ff0f1fd18bbb073c2d68d449ef04a88;1;1;1;0.0;4;2;0;577;NO;20;0;7280;139;138.0;139;NO
QPID;2;5b53e320c518d0798ddc971308fccf9fd3570c39;1;1;1;0.0;9;0;3;580;NO;20;2;7280;73;72.0;73;YES
QPID;2;fd81ba29a5d1d27eb9c48684206a71a63fa77e57;1;1;1;0.0;49;13;0;391;NO;20;5;7280;95;92.5;95;YES
QPID;2;c27ca618cf6fe22b0ab6516fddb8529d58024ea9;1;1;1;0.0;38;0;26;195;NO;20;117;7280;138;137.0;138;NO
QPID;2;92a6cc6921aa2a4473a8e838c6966d8bd3b25c5f;1;1;1;0.0;22;0;8;270;NO;20;117;7280;137;136.0;137;NO
QPID;2;af30eee7f49349f886a991aa8b9ef3e9708d6847;1;1;1;0.0;31;0;17;252;NO;20;117;7280;136;135.0;136;NO
QPID;2;89cc15c84947df5b19efaf4c8e4d46b62559f96e;1;4;8;2.3921472236645345;183;147;0;559;NO;20;6;7280;94;91.5;94;YES
QPID;2;bcee10ba757312614d9dcb57681ef4a19ef652f4;1;1;1;0.0;2;0;0;103;NO;20;2;7280;135;134.0;135;YES
QPID;2;6bdf151693b3d8e9d3bcc8ccfb0a3592d094c071;1;1;1;0.0;4;0;0;373;NO;20;7;7280;134;133.0;134;NO
QPID;2;fbfc8d9dc70040edbd299111cd178130200bca56;1;1;1;0.0;2;0;0;388;NO;20;1;7280;133;132.0;133;YES
QPID;2;935b2daeb76d7ce3e83bd161a29b4fdabdfa7bbb;2;5;6;2.0416479032235397;87;8;1;213;NO;20;24;7280;72;71.0;72;NO
QPID;2;fc25fad2759f28eb8813343279517ed40aa0a8c8;1;1;4;1.4911148500551858;32;10;0;1166;NO;20;10;7260;70;69.0;70;YES
QPID;2;70903358f41169ccebcff5af8c83dbecb8534419;1;1;1;0.0;1;1;0;578;NO;20;1;7240;69;68.0;69;NO
QPID;2;cbc13dd71907a8c21bea9612c2b33a585a4db236;1;3;6;1.8339272176418302;130;71;7;961;NO;20;9;7240;68;67.0;68;YES
QPID;2;2920d622cf21c1e31631527c636386dcbdc3e41e;1;1;1;0.0;8;4;0;561;NO;20;0;7240;132;131.0;132;NO
QPID;2;a7cb55cf186c4767f989b5948e76f91900199eb5;1;2;6;1.1178911082698684;121;18;25;2630;NO;20;7;7240;131;130.0;131;YES
QPID;2;de7527f04368d89b1db357e224edcc748088ae1c;1;2;2;0.0;5;2;1;341;NO;20;4;7240;130;129.0;130;YES
QPID;2;26cf530df8e3a5a525dba75bc6d740a83c8c7af6;1;1;1;0.0;48;22;0;369;NO;20;0;7240;93;90.5;93;YES
QPID;2;c9618723b705cd3bab989085f381e40cff284d9e;1;1;1;0.0;5;5;0;178;NO;20;0;7240;92;89.5;92;NO
QPID;2;1dec02466cf6a4b09243aaa7f9edcb37c6a9e78d;1;1;1;0.0;8;0;4;345;NO;20;4;7240;129;128.0;129;YES
QPID;2;919d42a3285cb56f4fb002c49ef802245b9c7c7b;1;4;16;2.0650464172773457;398;310;38;560;NO;20;8;7240;91;88.5;91;YES
QPID;2;d8a4ba234f1cf7c306b2ead7d4b3da1b36f7baef;1;4;21;1.5;2780;1386;1386;560;NO;20;6;7240;90;87.5;90;NO
QPID;2;30bcccdb067d86e123a05710e488345c38a92923;1;1;1;0.0;1;1;0;150;NO;20;15;7240;128;127.0;128;NO
QPID;2;8ca58fe792954288bd89b8a6a0ed41e5396ae74b;2;3;4;1.5219280948873621;35;22;3;2630;NO;20;4;7220;127;126.0;127;YES
QPID;2;62a2e558f28a3e08e1841a31f4eed3778cd12960;1;1;1;0.0;18;8;0;287;NO;20;16;7200;126;125.0;126;NO
QPID;2;0df31760a7e77a405b912b9755523c938081fe1f;1;9;17;3.6575991602718605;148;19;35;508;NO;20;98;7200;125;124.0;125;NO
QPID;2;a90c9538cd57d22bd7c91835bc3835c4bc4aa64f;2;3;3;1.3709505944546687;29;19;0;637;NO;20;1;7200;124;123.0;124;YES
QPID;2;0bc2b2790271dba7f6a0ce16de9c387ce1a59797;1;1;1;0.0;22;0;10;232;NO;20;107;7200;123;122.0;123;NO
QPID;2;73ba5f2d066dee49a7b1c4ab91d990dc316ddd72;1;1;1;0.0;4;0;0;508;NO;20;5;7200;122;121.0;122;NO
QPID;2;ee2991c0322f6426f9c13e3fc856c239fd69e136;1;1;1;0.0;5;0;3;384;NO;20;2;7200;89;86.5;89;YES
QPID;2;139a69c977d48e5e25c506eb7feca1d6f3dabc58;1;4;5;1.5709505944546687;38;13;5;198;NO;20;13;7200;88;85.5;88;YES
QPID;2;36e3179c6cd968f355eb949011e1605cc2c9b295;1;5;7;2.6338221490058875;96;6;24;335;NO;20;143;7200;121;120.0;121;NO
QPID;2;ea005b93d8bbbec46038774e86cb5ec4c9c6d72c;1;1;1;0.0;24;12;0;519;NO;20;0;7200;120;119.0;120;YES
QPID;2;ed30bf6d67d66fa046836092cd616d7ac5c69e47;1;1;1;0.0;4;0;0;637;NO;20;0;7200;119;118.0;119;NO
QPID;2;043f78e0cd23eb751d2032a1bb13a14c58d3c769;1;1;1;0.0;35;0;27;130;NO;20;106;7200;118;117.0;118;NO
QPID;2;61262bb65fe12305f842a59c06cb7cd3666b5cd0;1;2;3;0.9852281360342516;49;35;0;614;NO;20;3;7200;117;116.0;117;YES
QPID;2;9af27c4ba49772c895e866468483be32029fa163;1;1;3;0.7871265862012691;51;0;17;1277;NO;20;73;7200;116;115.0;116;NO
QPID;2;8fda34a6f79a6327da9ef136b6d0998ed059ad40;1;1;1;0.0;2;0;2;515;NO;20;1;7200;115;114.0;115;NO
QPID;2;943be55754cfc22c3d3b164b92b30b062d383484;1;3;3;0.5435644431995964;150;33;101;633;NO;20;22;7200;24;23.0;24;NO
QPID;2;585edcdee929d0ebd5f367ec2abf4e2f79ccfb99;1;2;3;0.8112781244591328;45;37;0;371;NO;20;8;7200;86;83.5;86;YES
QPID;2;7136cbbac3e601b9e71c0edca92105b42ad49ed6;1;1;1;0.0;75;13;0;502;NO;20;0;7200;114;113.0;114;YES
QPID;2;d03f29394b2d548351f4eb3bab76a4096d063e0b;1;1;1;0.0;2;0;0;633;NO;20;32;7200;85;82.5;85;NO
QPID;2;8979854ac53f74b57c7664a03bc8f3675ad49d3d;1;1;6;2.3963104246409683;76;0;34;369;NO;20;130;7200;113;112.0;113;NO
QPID;2;4662eca7d5525460f3ee32c2e85f9775d151779c;1;1;1;0.0;11;1;0;231;NO;20;108;7200;112;111.0;112;NO
QPID;2;e12d214f29a42c81735c514f87c3b9857aa40360;1;1;1;0.0;10;0;4;506;NO;20;0;7180;111;110.0;111;YES
QPID;2;8d8dc36fb664cf94c33b092550f22a40d4c92184;1;1;1;0.0;5;5;0;501;NO;20;0;7180;110;109.0;110;NO
QPID;2;6ad1e3aba34346fb9cd3b3f0b1c5a4b215b73cc4;1;1;3;1.3709505944546687;27;17;0;956;NO;20;7;7180;109;108.0;109;NO
QPID;2;84b370ef5cc0741770d2f715d7517ddc351ec5fd;1;1;1;0.0;5;1;0;122;NO;20;108;7180;108;107.0;108;NO
QPID;2;7f82bedf5d7cc98a75b1a087d0e2e3e2555218c2;1;1;1;0.0;10;0;0;328;NO;20;12;7180;107;106.0;107;NO
QPID;2;283ea220db8b950f8942d78b48ff94d223ed23fb;1;1;1;0.0;2;0;0;213;NO;20;3;7180;106;105.0;106;NO
QPID;2;8c5099f9230458393c96c738fad95e5bddaa26ab;1;1;1;0.0;1;1;0;145;NO;20;0;7160;105;104.0;105;NO
QPID;2;69aebe7aa7dc47bf52b2c175e22515c63d8e7495;1;1;1;0.0;2;0;0;2630;NO;20;0;7160;104;103.0;104;YES
QPID;2;537906c2c210229b68ece0d817afbb605b66aa5e;1;2;4;1.4591479170272448;55;42;1;2630;NO;20;4;7060;103;102.0;103;YES
QPID;2;fcfce46b5a76e67c7a05f84a079ddb7378ab24ab;1;4;5;0.9076648979890435;513;52;13;519;NO;20;59;7060;102;101.0;102;NO
QPID;2;73660a04ead88f5ace8f2ad38612955893460109;1;2;2;0.0;221;205;6;313;NO;20;11;7060;101;100.0;101;NO
QPID;2;82de532b97f7fbd3c6fa41ee2b77c5893987c4ec;1;1;2;1.0;8;0;0;560;NO;20;3;7060;82;80.0;82;YES
QPID;2;ed8df721aafd8c16b93e4139eda257c45d667dfc;1;3;4;1.0;68;52;0;168;NO;20;3;7040;67;66.0;67;YES
QPID;2;952a5023c0aa9037395e09dc11fd1c15dc2368e1;1;1;3;0.0;32;30;0;337;NO;20;8;7040;81;79.0;81;YES
QPID;2;cfab43ea6e2af509431ab1e96d4a06295e8cabb6;1;5;11;2.86353621047893;212;47;37;1324;NO;20;3;7040;66;65.0;66;YES
QPID;2;066554c281480c3ab989cc9b07180d71125aa86e;1;2;2;0.9182958340544896;38;20;0;128;NO;20;4;7020;80;78.0;80;NO
QPID;2;1eac3631adf36822b8e03fcdf59673466b654d29;1;1;2;0.9182958340544896;6;0;0;184;NO;20;9;7020;79;77.0;79;YES
QPID;2;f0350a25b72befd8b4cc3d4bdeca4f877f1e8733;1;2;2;0.0;2;2;0;559;NO;20;0;7020;78;76.0;78;YES
QPID;2;d3a4a08b709e0844ba82691290b130019f911ac8;2;7;16;2.8424834142424946;759;569;32;614;NO;20;14;7000;77;75.0;77;YES
QPID;2;79c053bee466285de59351981b9d178179ba36b1;1;1;1;0.0;38;10;0;90;NO;20;11;7000;76;74.0;76;NO
QPID;2;460d40357a22227a1aa26d19de23e5103a878a35;1;1;1;0.0;126;126;0;0;NO;20;0;6940;65;64.0;65;NO
QPID;2;c29e1be86e7156699412fa03ad74d48952ce58e5;1;1;2;0.0;13;9;0;239;NO;20;7;6920;73;71.0;73;YES
QPID;2;ad7e2acbe181d6ffe4d091b759ba4e9e4d4a31b5;2;6;19;2.5545781799693676;2017;831;1094;1166;NO;20;11;6900;64;63.0;64;NO
QPID;2;6de6a2a76f374d79cde336e72bf20577d0a1728c;1;1;1;0.0;2;0;0;328;NO;20;0;6880;100;99.0;100;YES
QPID;2;a491aa9f668f3c6aaee15e876184474ffe05c1d2;1;1;1;0.0;6;6;0;272;NO;20;6;6880;99;98.0;99;YES
QPID;2;64469419a10fd53865b8d249f74d40ab49f3983a;1;1;1;0.0;96;12;0;316;NO;20;0;6880;98;97.0;98;YES
QPID;2;8f32d8803e39f11fd642ef469739b2364976398f;1;1;1;0.0;7;5;0;86;NO;20;2;6880;72;70.0;72;YES
QPID;2;67f46dac215559e7dfc714f4acccd0260889f08b;1;5;59;0.0;13674;13674;0;0;NO;20;0;6860;97;96.0;97;YES
QPID;2;cf0c30f925429958c603838a07e0f0c9c4c4eb1b;1;5;59;0.0;13674;0;13674;1324;NO;20;0;6860;96;95.0;96;NO
QPID;2;7fb79e5c52217f6f2a9aed378dcda621044eb7de;1;2;9;2.954701244167347;58;0;2;2630;NO;20;4;6860;94;93.0;94;YES
QPID;2;9cf472ad6cd42994292f96ba76a86034fb6d8804;1;2;42;4.979390008405343;236;0;8;1324;NO;20;27;6860;93;92.0;93;NO
QPID;2;f7e94a60d68bba58080d9beec1a93cab4b99e251;1;3;17;3.6408858815690364;89;0;1;614;NO;20;11;6860;92;91.0;92;NO
QPID;2;0f9446a6014f1ebeb97e52fe2eb9933f0f15f3ab;1;1;4;0.7665095065529053;253;193;0;2630;NO;20;3;6760;91;90.0;91;YES
QPID;2;12e0121b392be8fa1707eb5c73d29d55317f813c;1;1;10;1.4586422306452274;966;894;0;1166;NO;20;0;6720;90;89.0;90;YES
QPID;2;af1bfee570b41fa31d2c937bf03fff3dedca85bd;1;2;6;1.854285871987246;60;33;1;167;NO;20;5;6720;89;88.0;89;YES
QPID;2;43fe7becfe127c13e69ea16191719759dedcb1ba;1;2;3;1.0408520829727552;36;12;0;606;NO;20;5;6720;88;87.0;88;NO
QPID;2;92b2e93568a93a9da218f79e6249836f18368106;1;2;13;2.450368517082762;236;78;78;309;NO;20;3;6720;70;69.0;70;YES
QPID;2;bd056ec091ebb90024ae0f0e85e4191ccf4f59af;1;3;7;1.6137129703673825;71;33;4;1164;NO;20;3;6700;87;86.0;87;YES
QPID;2;ed3fa3cbbc9a960d701bc1463bab75bd4f426265;1;1;2;0.9910760598382222;20;0;2;446;NO;20;2;6700;86;85.0;86;YES
QPID;2;142731d6b097ab983cc3a5d3dc234378e2285fc8;1;1;1;0.0;78;62;0;43;NO;20;6;6700;85;84.0;85;YES
QPID;2;ae56df36f0fd51b443bc2e820eba1aeff1867aa8;1;4;5;1.9219280948873623;52;42;0;419;NO;20;20;6700;84;83.0;84;NO
QPID;2;677f14b7d2df0c970b00803f132eb70e249775dd;2;6;12;2.2638617695087606;1059;696;141;1153;NO;20;134;6700;63;62.0;63;YES
QPID;2;7673f4e000757a72f5da72ba05174ac982f4da8a;3;15;107;3.9804315220643787;7265;3351;3484;1324;NO;20;19;6700;69;68.0;69;YES
QPID;2;5666cc36f19e378d8b8906ad883817c914bfb775;1;2;20;2.33613259703561;514;126;6;942;NO;20;113;6700;83;82.0;83;YES
QPID;2;c6d9d4d374608b260f60d91624127c007e23ca43;2;2;2;0.0;160;158;0;917;YES;20;6;6700;261;260.0;261;NO
QPID;2;26cd2b67b267b69ece35458d1d3cc4c4bc5707cc;1;1;4;0.0;657;308;113;1266;NO;20;1;6700;62;61.0;62;YES
QPID;2;f2eedc6752b29184225a041f3b3bb4a75af3673c;1;1;1;0.0;5;1;0;445;NO;20;0;6700;82;81.0;82;NO
QPID;2;406a37271b1cc743101b3390a0506647a000d2e1;1;1;1;0.0;22;20;0;127;NO;20;112;6700;81;80.0;81;NO
QPID;2;a3888992865a54a3686c0e59b11a5d37d125bac4;1;1;1;0.0;19;3;0;1321;NO;20;16;6700;80;79.0;80;NO
QPID;2;a41a1bcc8d5df4e801712682409f86a78fef3eb8;1;1;2;1.0;19;0;15;2645;NO;20;4;6700;79;78.0;79;NO
QPID;2;bc00265fdb6c275b558409d0e938d5af893fc735;1;1;1;0.0;15;9;0;933;NO;20;4;6700;78;77.0;78;YES
QPID;2;9a7a70e557dc79719f9c0d127d7673d83c0bfd94;1;1;1;0.0;9;0;9;87;NO;20;4;6700;77;76.0;77;NO
QPID;2;3a7c98343a5923b03d39d9731154eb23f9a25039;1;1;3;0.0;707;707;0;0;NO;20;0;6700;76;75.0;76;YES
QPID;2;8a188f811fbfcda1a650b4241b2bcfd85edd5700;1;4;10;2.0383362023599947;509;263;100;2703;NO;20;36;6700;61;60.0;61;YES
QPID;2;421549c444c6df2f56080b2ed836ddafb1a0bf07;1;1;7;1.1818204384137754;1198;620;288;2816;NO;20;17;6700;60;59.0;60;YES
QPID;2;062fd46fb22309fd99b0c59c5bec5384b659af52;1;2;2;0.8256265261578954;65;10;1;2806;NO;20;43;6700;68;67.0;68;YES
QPID;2;971ab329f242efbbb590405e924f28c21f1ff9f2;1;1;1;0.0;13;13;0;1095;NO;20;5;6700;67;66.0;67;NO
QPID;2;269570ce0d8517b5d9ee6ee7d2fe10c7246cc0b4;1;2;6;0.8649855042818506;485;308;21;927;NO;20;10;6700;75;74.0;75;NO
QPID;2;0c9a820ac910c913e0a256f3d292111ebf2efa37;1;1;2;0.16132067110180365;593;338;1;898;NO;20;120;6660;260;259.0;260;NO
QPID;2;7f0e4933935fc825812a7ee0ec4277c4ac5e7fcd;1;1;1;0.0;2;0;0;160;NO;20;196;6660;66;65.0;66;NO
QPID;2;9cfc46c80e49f902f086d387c87aab33c337d77f;1;1;1;0.0;89;9;0;210;NO;20;133;6640;65;64.0;65;NO
QPID;2;94b0978c09b14308c25b7c5b02792c192b0c5521;7;56;183;5.163255805419642;24188;15011;5665;2797;NO;20;38;6600;259;258.0;259;YES
QPID;2;bc73e2ae196d24e28fc17bab85a075fefb46d123;1;1;1;0.0;13;13;0;865;NO;20;1;6360;59;58.0;59;NO
QPID;2;ddf8435f3d587287eb6fd4e06ce45cea3e6ef854;1;1;1;0.0;81;1;0;623;NO;20;0;6360;58;57.0;58;NO
QPID;2;2a04e1467bc3f544933e342c2af456ef8519f297;1;1;2;0.0;398;392;0;251;NO;20;1;6360;74;73.0;74;NO
QPID;2;5b50b4844df295d8980de60580b2ee39f59abfe8;1;2;4;0.1240851952706884;561;1;152;1320;NO;20;1;6360;57;56.0;57;NO
QPID;2;925a9d6f66e180f168c0e36413568f1cfa414d65;2;4;11;2.4465953193675247;229;111;0;679;NO;20;7;6360;56;55.0;56;YES
QPID;2;bf3d29992373c4c0c02acb1be3e83918a0f0e9e0;1;1;1;0.0;6;0;0;251;NO;20;0;6340;55;54.0;55;NO
QPID;2;4f4226b00475f0d4cd39ccfdf051ea25ef441282;1;2;5;1.3342094594480485;54;10;0;864;NO;20;0;6340;73;72.0;73;NO
QPID;2;4091ff0951225fdfafcf1f7c73c7c8a3ec524717;1;5;18;0.14833173988688353;2592;124;1758;1614;NO;20;107;6340;72;71.0;72;NO
QPID;2;bc12ea77575290063aadbc3ddbb8d65d70b594e4;1;2;8;0.9968824658672977;232;27;23;926;NO;20;2;6340;71;70.0;71;NO
